STT,Tên chức năng,Tác nhân,Transaction,Mô tả,Phân loại BMT,Độ phức tạp,Đã update 3 phụ lục
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết hồ sơ đề nghị hỗ trợ chi phí;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết hồ sơ đề nghị hỗ trợ chi phí.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP nhập từ khóa tìm kiếm thông tin hồ sơ đề nghị hỗ trợ chi phí;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP kết hợp nhiều điều kiện tìm kiếm hồ sơ đề nghị hỗ trợ chi phí;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
70,Kiểm tra hồ sơ đề nghị hỗ trợ chi phí,"Cán bộ nghiệp vụ TW,BN,ĐP",,"Cung cấp công cụ để CB Nghiệp vụ kiểm tra tính hợp lệ, đầy đủ của hồ sơ đề nghị hỗ trợ chi phí.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách hồ sơ yêu cầu hỗ trợ chi phí chờ kiểm tra;
Hệ thống kiểm tra điều kiện và hiển thị danh sách hồ sơ yêu cầu hỗ trợ chi phí chờ kiểm tra.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết hồ sơ đề nghị hỗ trợ chi phí để kiểm tra;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết hồ sơ đề nghị hỗ trợ chi phí.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP gửi yêu cầu bổ sung thông tin đối với hồ sơ đề nghị hỗ trợ chi phí chưa đầy đủ;
Hệ thống kiểm tra điều kiện, cập nhật trạng thái hồ sơ và thông báo yêu cầu bổ sung đến người đăng ký.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP nhập nhận xét và kết quả kiểm tra hồ sơ đề nghị hỗ trợ chi phí;
Hệ thống lưu trữ kết quả kiểm tra và cập nhật trạng thái hồ sơ (Đạt/Không đạt).",,,,
71,Thông báo kết quả kiểm tra hồ sơ qua DVC trực tuyến,Hệ thống giải quyết thủ tục hành chính BTP,,Cung cấp chức năng gửi thông báo kết quả kiểm tra hồ sơ đề nghị hỗ trợ chi phí cho người đề nghị qua hệ thống Dịch vụ công.,M,Trung bình,
,,,"Hệ thống giải quyết thủ tục hành chính BTP gửi yêu cầu nhận kết quả kiểm tra hồ sơ qua DVC trực tuyến;
Hệ thống tiếp nhận yêu cầu và chuẩn bị dữ liệu kết quả kiểm tra.",,,,
,,,"Hệ thống giải quyết thủ tục hành chính BTP chờ nhận dữ liệu kết quả kiểm tra hồ sơ qua DVC trực tuyến;
Hệ thống tổng hợp nội dung thông báo (trạng thái hồ sơ, lý do, hướng dẫn bổ sung nếu có).",,,,
,,,"Hệ thống giải quyết thủ tục hành chính BTP nhận dữ liệu thông báo kết quả kiểm tra hồ sơ qua DVC trực tuyến;
Hệ thống gửi thông báo kết quả kiểm tra hồ sơ (Đạt/Không đạt) sang hệ thống DVC.",,,,
,,,"Hệ thống giải quyết thủ tục hành chính BTP phản hồi trạng thái tiếp nhận thông báo kết quả kiểm tra hồ sơ qua DVC trực tuyến;
Hệ thống ghi nhận kết quả gửi thành công/thất bại.",,,,
72,Đánh giá hồ sơ theo các tiêu chí,"Cán bộ nghiệp vụ TW,BN,ĐP",,"Cung cấp công cụ để CB Nghiệp vụ đánh giá hồ sơ theo các tiêu chí định mức, định lượng chi phí hỗ trợ.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn đánh giá hồ sơ theo các tiêu chí;
Hệ thống hiển thị màn hình đánh giá theo các tiêu chí đánh giá (định mức, định lượng chi phí).",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết hồ sơ cần đánh giá;
Hệ thống hiển thị màn hình chi tiết thông tin hồ sơ cần đánh giá.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP nhập đánh giá hồ sơ theo các tiêu chí;
Hệ thống ghi nhận đánh giá hồ sơ theo các tiêu chí.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xác nhận hoàn tất đánh giá hồ sơ theo các tiêu chí;
Hệ thống ghi nhận và lưu lại đánh giá hồ sơ theo các tiêu chí.",,,,
73,Quản lý hồ sơ đề nghị thanh toán,"Cán bộ nghiệp vụ TW,BN,ĐP",,Quản lý hồ sơ đề nghị thanh toán chính thức sau khi hồ sơ hỗ trợ chi phí đã được đánh giá.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị danh sách hồ sơ đề nghị thanh toán.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết hồ sơ đề nghị thanh toán.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP nhập từ khóa tìm kiếm thông tin hồ sơ đề nghị thanh toán;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP kết hợp nhiều điều kiện tìm kiếm hồ sơ đề nghị thanh toán;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
74,Gửi hồ sơ đề nghị thanh toán,Doanh nghiệp,,Cung cấp chức năng gửi hồ sơ đề nghị thanh toán cho bộ phận Kế toán/Tài chính.,B,Trung bình,
,,,"Doanh nghiệp chọn gửi hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị màn hình gửi hồ sơ đề nghị thanh toán.",,,,
,,,"Doanh nghiệp nhập nội dung đề nghị thanh toán;
Hệ thống ghi nhận các thông tin được nhập.",,,,
,,,"Doanh nghiệp tải lên các file tài liệu chứng minh chi phí trong hồ sơ đề nghị thanh toán;
Hệ thống thực hiện tải lên file tài liệu.",,,,
,,,"Doanh nghiệp xác nhận gửi hồ sơ đề nghị thanh toán;
Hệ thống ghi nhận hồ sơ và chuyển đến bộ phận Kế toán/Tài chính.",,,,
75,Nhận thông báo kết quả xử lý hồ sơ đề nghị thanh toán,Tư vấn viên,,Cung cấp giao diện cho Tư vấn viên nhận thông báo về kết quả xử lý hồ sơ đề nghị thanh toán.,B,Trung bình,Đổi sang tác nhân TVV
,,,"Tư vấn viên truy cập chức năng thông báo kết quả xử lý hồ sơ đề nghị thanh toán;
Hệ thống hiển thị danh sách thông báo liên quan đến hồ sơ yêu cầu hỗ trợ pháp lý.",,,,
,,,"Tư vấn viên nhập từ khóa tìm kiếm thông báo kết quả xử lý hồ sơ đề nghị thanh toán;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả tương ứng với điều kiện tìm kiếm.",,,,
,,,"Tư vấn viên chọn thông báo kết quả xử lý hồ sơ đề nghị thanh toán để xem chi tiết;
Hệ thống hiển thị nội dung thông báo kết quả xử lý hồ sơ đề nghị thanh toán.",,,,
,,,"Tư vấn viên xem file đính kèm trong thông báo kết quả xử lý hồ sơ đề nghị thanh toán;
Hệ thống hiển thị màn hình xem file đính kèm trong thông báo kết quả xử lý hồ sơ đề nghị thanh toán.",,,,
76,Thẩm định hồ sơ đề nghị thanh toán,"Cán bộ nghiệp vụ TW,BN,ĐP",,Cung cấp quy trình để CB Nghiệp vụ/Bộ phận Kế toán thẩm định tính hợp lệ của hồ sơ đề nghị thanh toán.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách hồ sơ đề nghị thanh toán chờ thẩm định;
Hệ thống kiểm tra điều kiện và hiển thị danh sách hồ sơ đề nghị thanh toán chờ thẩm định.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết hồ sơ đề nghị thanh toán để thẩm định;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết hồ sơ đề nghị thanh toán.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP gửi yêu cầu bổ sung thông tin đối với hồ sơ đề nghị thanh toán chưa đầy đủ;
Hệ thống kiểm tra điều kiện, cập nhật trạng thái hồ sơ và thông báo yêu cầu bổ sung đến người đăng ký.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP nhập nhận xét và kết quả thẩm định hồ sơ đề nghị thanh toán;
Hệ thống lưu trữ kết quả thẩm định và cập nhật trạng thái hồ sơ.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem kết quả thẩm định hồ sơ đề nghị thanh toán;
Hệ thống hiển thị kết quả thẩm định hồ sơ đề nghị thanh toán.",,,,
77,Thông báo kết quả thẩm định hồ sơ đề nghị thanh toán,"Cán bộ nghiệp vụ TW,BN,ĐP",,Gửi thông báo kết quả thẩm định hồ sơ đề nghị thanh toán cho Tư vấn viên.,B,Đơn giản,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP lựa chọn hồ sơ cần gửi thông báo kết quả thẩm định hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị màn hình gửi thông báo kết quả thẩm định hồ sơ đề nghị thanh toán.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP nhập nội dung thông báo kết quả thẩm định hồ sơ đề nghị thanh toán (Đạt/Không đạt) cho Tư vấn viên;
Hệ thống kiểm tra điều kiện và gửi thông báo kết quả thẩm định hồ sơ đề nghị thanh toán trên hệ thống tới Tư vấn viên.",,,,
78,Trình phê duyệt hồ sơ đề nghị thanh toán,"Cán bộ nghiệp vụ TW,BN,ĐP",,Cung cấp quy trình để CB Nghiệp vụ trình Lãnh đạo CQQLNN phê duyệt hồ sơ đề nghị thanh toán.,B,Đơn giản,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn trình phê duyệt hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trình phê duyệt hồ sơ đề nghị thanh toán.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn xác nhận trình phê duyệt hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và thực hiện trình phê duyệt hồ sơ đề nghị thanh toán tới cán bộ phê duyệt.",,,,
79,Phê duyệt hồ sơ đề nghị thanh toán,"Cán bộ phê duyệt TW,BN,ĐP",,Cung cấp chức năng cho Lãnh đạo CQQLNN xem xét và phê duyệt hồ sơ đề nghị thanh toán.,B,Trung bình,
,,,"Cán bộ phê duyệt TW,BN,ĐP phê duyệt hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và cập nhật trạng thái đã duyệt hồ sơ đề nghị thanh toán.",,,,
,,,"Cán bộ phê duyệt TW,BN,ĐP chọn xác nhận phê duyệt hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và thực hiện xác nhận phê duyệt hồ sơ đề nghị thanh toán thành công.",,,,
,,,"Cán bộ phê duyệt TW,BN,ĐP từ chối phê duyệt hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị popup nhập lý do từ chối đã duyệt hồ sơ đề nghị thanh toán.",,,,
,,,"Cán bộ phê duyệt TW,BN,ĐP nhập lý do từ chối phê duyệt hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và thực hiện xác nhận từ chối phê duyệt hồ sơ đề nghị thanh toán thành công.",,,,
80,Cập nhật kết quả xử lý hồ sơ đề nghị thanh toán,"Cán bộ nghiệp vụ TW,BN,ĐP",,Cập nhật trạng thái cuối cùng của hồ sơ (Đã thanh toán/Từ chối thanh toán).,B,Đơn giản,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn cập nhật kết quả xử lý hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị màn hình cập nhật kết quả xử lý hồ sơ đề nghị thanh toán.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP cập nhật kết quả xử lý hồ sơ đề nghị thanh toán và cập nhật trạng thái cuối cùng của hồ sơ (Đã thanh toán/Từ chối thanh toán);
Hệ thống kiểm tra điều kiện và lưu lại dữ liệu đã cập nhật kết quả xử lý hồ sơ đề nghị thanh toán.",,,,
V.III,Quản lý doanh nghiệp được hỗ trợ pháp lý,,,,,,
81,Quản lý doanh nghiệp được hỗ trợ pháp lý,"Cán bộ nghiệp vụ TW,BN,ĐP",,Quản lý thông tin hồ sơ của các DNNVV đã từng nhận hỗ trợ pháp lý.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách doanh nghiệp được hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị danh sách doanh nghiệp được hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết doanh nghiệp được hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết doanh nghiệp được hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP thêm mới doanh nghiệp được hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới doanh nghiệp được hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chỉnh sửa doanh nghiệp được hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa doanh nghiệp được hỗ trợ pháp lý.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xóa doanh nghiệp được hỗ trợ pháp lý;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa doanh nghiệp được hỗ trợ pháp lý.",,,,
82,Tìm kiếm doanh nghiệp được hỗ trợ pháp lý,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Tìm kiếm hồ sơ doanh nghiệp theo tên, mã số thuế, lĩnh vực kinh doanh.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP nhập từ khóa tìm kiếm doanh nghiệp được hỗ trợ pháp lý;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP lọc theo thời gian để tìm kiếm doanh nghiệp được hỗ trợ pháp lý;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP lọc theo lĩnh vực kinh doanh để tìm kiếm doanh nghiệp được hỗ trợ pháp lý;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo điều kiện lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP kết hợp nhiều điều kiện tìm kiếm doanh nghiệp được hỗ trợ pháp lý;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng theo các điều kiện lọc.",,,,
VI,"Quản lý kiểm tra, đánh giá hiệu quả hỗ trợ",,,,,,
83,Lập kế hoạch đánh giá,"Cán bộ nghiệp vụ TW,BN,ĐP",,"Cung cấp công cụ để CB Nghiệp vụ lập kế hoạch chi tiết (mục tiêu, thời gian, đối tượng) cho các đợt đánh giá chất lượng.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem danh sách kế hoạch đánh giá;
Hệ thống kiểm tra điều kiện và hiển thị danh sách kế hoạch đánh giá.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xem chi tiết kế hoạch đánh giá;
Hệ thống kiểm tra điều kiện và hiển thị thông tin chi tiết kế hoạch đánh giá.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP lập kế hoạch đánh giá;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới kế hoạch đánh giá.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chỉnh sửa kế hoạch đánh giá;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa kế hoạch đánh giá.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP xóa kế hoạch đánh giá;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa kế hoạch đánh giá.",,,,
84,Thiết lập các tiêu chí đánh giá,"Cán bộ nghiệp vụ TW,BN,ĐP",,"Quản lý việc định nghĩa, chỉnh sửa các tiêu chí được sử dụng để đánh giá chất lượng hỗ trợ.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chọn thiết lập các tiêu chí đánh giá;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thiết lập các tiêu chí đánh giá.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP thiết lập các tiêu chí đánh giá;
Hệ thống ghi nhận dữ liệu thiết lập các tiêu chí đánh giá đã nhập.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP chỉnh sửa thiết lập các tiêu chí đánh giá;
Hệ thống ghi nhận dữ liệu thiết lập các tiêu chí đánh giá đã chỉnh sửa.",,,,
