STT,Tên chức năng,Tác nhân,Transaction,Mô tả,Phân loại BMT,Độ phức tạp,Đã update 3 phụ lục
105,Quản lý danh mục loại doanh nghiệp,Quan trị hệ thống,,"Quản lý các loại hình doanh nghiệp (DNNVV, DN lớn, Hộ kinh doanh...).",B,Trung bình,
,,,"Quan trị hệ thống xem danh sách danh mục loại doanh nghiệp;
Hệ thống kiểm tra điều kiện và hiển thị danh sách danh mục loại doanh nghiệp.",,,,
,,,"Quan trị hệ thống thêm mới danh mục loại doanh nghiệp;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới danh mục loại doanh nghiệp.",,,,
,,,"Quan trị hệ thống chỉnh sửa danh mục loại doanh nghiệp;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa danh mục loại doanh nghiệp.",,,,
,,,"Quan trị hệ thống xóa danh mục loại doanh nghiệp;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa danh mục loại doanh nghiệp.",,,,
,,,"Quan trị hệ thống tìm kiếm danh mục loại doanh nghiệp;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
106,Quản lý danh mục hồ sơ đề nghị hỗ trợ,Quan trị hệ thống,,Quản lý các loại hồ sơ/biểu mẫu đề nghị hỗ trợ.,B,Trung bình,
,,,"Quan trị hệ thống xem danh sách danh mục hồ sơ đề nghị hỗ trợ;
Hệ thống kiểm tra điều kiện và hiển thị danh sách danh mục hồ sơ đề nghị hỗ trợ.",,,,
,,,"Quan trị hệ thống thêm mới danh mục hồ sơ đề nghị hỗ trợ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới danh mục hồ sơ đề nghị hỗ trợ.",,,,
,,,"Quan trị hệ thống chỉnh sửa danh mục hồ sơ đề nghị hỗ trợ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa danh mục hồ sơ đề nghị hỗ trợ.",,,,
,,,"Quan trị hệ thống xóa danh mục hồ sơ đề nghị hỗ trợ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa danh mục hồ sơ đề nghị hỗ trợ.",,,,
,,,"Quan trị hệ thống tìm kiếm danh mục hồ sơ đề nghị hỗ trợ;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
107,Quản lý danh mục hồ sơ đề nghị thanh toán,Quan trị hệ thống,,Quản lý các loại hồ sơ/biểu mẫu đề nghị thanh toán chi phí.,B,Trung bình,
,,,"Quan trị hệ thống xem danh sách danh mục hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị danh sách danh mục hồ sơ đề nghị thanh toán.",,,,
,,,"Quan trị hệ thống thêm mới danh mục hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới danh mục hồ sơ đề nghị thanh toán.",,,,
,,,"Quan trị hệ thống chỉnh sửa danh mục hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa danh mục hồ sơ đề nghị thanh toán.",,,,
,,,"Quan trị hệ thống xóa danh mục hồ sơ đề nghị thanh toán;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa danh mục hồ sơ đề nghị thanh toán.",,,,
,,,"Quan trị hệ thống tìm kiếm danh mục hồ sơ đề nghị thanh toán;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
108,Quản lý cấu hình thời hạn xử lý hồ sơ,Quan trị hệ thống,,Cho phép thiết lập thời hạn xử lý mặc định cho từng loại vụ việc hoặc từng trạng thái hồ sơ.,B,Trung bình,
,,,"Quan trị hệ thống xem danh sách cấu hình thời hạn xử lý hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị danh sách cấu hình thời hạn xử lý hồ sơ.",,,,
,,,"Quan trị hệ thống thêm mới cấu hình thời hạn xử lý hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới cấu hình thời hạn xử lý hồ sơ.",,,,
,,,"Quan trị hệ thống chỉnh sửa cấu hình thời hạn xử lý hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa cấu hình thời hạn xử lý hồ sơ.",,,,
,,,"Quan trị hệ thống xóa cấu hình thời hạn xử lý hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa cấu hình thời hạn xử lý hồ sơ.",,,,
,,,"Quan trị hệ thống tìm kiếm cấu hình thời hạn xử lý hồ sơ;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
109,Quản lý danh mục tiêu chí đánh giá hiệu quả,Quan trị hệ thống,,Quản lý các tiêu chí được sử dụng để đánh giá hiệu quả hỗ trợ.,B,Trung bình,
,,,"Quan trị hệ thống xem danh sách danh mục tiêu chí đánh giá hiệu quả;
Hệ thống kiểm tra điều kiện và hiển thị danh sách danh mục tiêu chí đánh giá hiệu quả.",,,,
,,,"Quan trị hệ thống thêm mới danh mục tiêu chí đánh giá hiệu quả;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới danh mục tiêu chí đánh giá hiệu quả.",,,,
,,,"Quan trị hệ thống chỉnh sửa danh mục tiêu chí đánh giá hiệu quả;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa danh mục tiêu chí đánh giá hiệu quả.",,,,
,,,"Quan trị hệ thống xóa danh mục tiêu chí đánh giá hiệu quả;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa danh mục tiêu chí đánh giá hiệu quả.",,,,
,,,"Quan trị hệ thống tìm kiếm danh mục tiêu chí đánh giá hiệu quả;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
110,Quản lý danh mục tiêu chí đánh giá hỗ trợ chi phí,Quan trị hệ thống,,Quản lý các tiêu chí định mức để đánh giá hồ sơ đề nghị hỗ trợ chi phí.,B,Trung bình,
,,,"Quan trị hệ thống xem danh sách danh mục tiêu chí đánh giá hỗ trợ chi phí;
Hệ thống kiểm tra điều kiện và hiển thị danh sách danh mục tiêu chí đánh giá hỗ trợ chi phí.",,,,
,,,"Quan trị hệ thống thêm mới danh mục tiêu chí đánh giá hỗ trợ chi phí;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới danh mục tiêu chí đánh giá hỗ trợ chi phí.",,,,
,,,"Quan trị hệ thống chỉnh sửa danh mục tiêu chí đánh giá hỗ trợ chi phí;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa danh mục tiêu chí đánh giá hỗ trợ chi phí.",,,,
,,,"Quan trị hệ thống xóa danh mục tiêu chí đánh giá hỗ trợ chi phí;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa danh mục tiêu chí đánh giá hỗ trợ chi phí.",,,,
,,,"Quan trị hệ thống tìm kiếm danh mục tiêu chí đánh giá hỗ trợ chi phí;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
111,Quản lý danh mục loại tài khoản,Quan trị hệ thống,,"Quản lý các loại tài khoản người dùng (CB Nghiệp vụ, Lãnh đạo, Tư vấn viên...).",B,Trung bình,
,,,"Quan trị hệ thống xem danh sách danh mục loại tài khoản;
Hệ thống kiểm tra điều kiện và hiển thị danh sách danh mục loại tài khoản.",,,,
,,,"Quan trị hệ thống thêm mới danh mục loại tài khoản;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới danh mục loại tài khoản.",,,,
,,,"Quan trị hệ thống chỉnh sửa danh mục loại tài khoản;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa danh mục loại tài khoản.",,,,
,,,"Quan trị hệ thống xóa danh mục loại tài khoản;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa danh mục loại tài khoản.",,,,
,,,"Quan trị hệ thống tìm kiếm danh mục loại tài khoản;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
112,Quản lý vai trò,Quan trị hệ thống,,Quản lý các nhóm quyền (Vai trò) trong hệ thống.,B,Trung bình,
,,,"Quan trị hệ thống xem danh sách vai trò;
Hệ thống kiểm tra điều kiện và hiển thị danh sách vai trò.",,,,
,,,"Quan trị hệ thống thêm mới vai trò;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới vai trò.",,,,
,,,"Quan trị hệ thống chỉnh sửa vai trò;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa vai trò.",,,,
,,,"Quan trị hệ thống xóa vai trò;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa vai trò.",,,,
,,,"Quan trị hệ thống tìm kiếm vai trò;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
113,Quản lý tài khoản người dùng,Quan trị hệ thống,,"Tạo, chỉnh sửa, vô hiệu hóa tài khoản người dùng.",B,Trung bình,
,,,"Quan trị hệ thống xem danh sách tài khoản người dùng;
Hệ thống kiểm tra điều kiện và hiển thị danh sách tài khoản người dùng.",,,,
,,,"Quan trị hệ thống thêm mới tài khoản người dùng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới tài khoản người dùng.",,,,
,,,"Quan trị hệ thống chỉnh sửa tài khoản người dùng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa tài khoản người dùng.",,,,
,,,"Quan trị hệ thống xóa tài khoản người dùng;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa tài khoản người dùng.",,,,
,,,"Quan trị hệ thống tìm kiếm tài khoản người dùng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
,,,"Quan trị hệ thống khóa/mở khóa tài khoản người dùng;
Hệ thống kiểm tra điều kiện và thực hiện khóa/mở khóa tài khoản người dùng.",,,,
,,,"Quan trị hệ thống đổi mật khẩu tài khoản người dùng;
Hệ thống kiểm tra điều kiện và thực hiện đổi mật khẩu tài khoản người dùng.",,,,
114,Quản lý phân quyền truy cập dữ liệu,Quan trị hệ thống,,Thiết lập quyền truy cập dữ liệu theo cấp độ (Ví dụ: chỉ xem vụ việc của đơn vị mình).,B,Trung bình,
,,,"Quan trị hệ thống tìm kiếm quyền để gán quyền sử dụng dữ liệu cho vai trò người dùng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả theo điều kiện tìm kiếm.",,,,
,,,"Quan trị hệ thống gán một quyền sử dụng dữ liệu cho vai trò người dùng;
Hệ thống kiểm tra điều kiện và thực hiện gán quyền đã chọn cho vai trò người dùng.",,,,
,,,"Quan trị hệ thống gán nhiều quyền sử dụng dữ liệu cho vai trò người dùng;
Hệ thống kiểm tra điều kiện và thực hiện gán các quyền đã chọn cho vai trò người dùng.",,,,
,,,"Quan trị hệ thống hủy gán một quyền sử dụng dữ liệu cho vai trò người dùng;
Hệ thống kiểm tra điều kiện và thực hiện hủy gán quyền đã chọn cho vai trò người dùng.",,,,
,,,"Quan trị hệ thống hủy gán nhiều quyền sử dụng dữ liệu cho vai trò người dùng;
Hệ thống kiểm tra điều kiện và thực hiện hủy gán các quyền đã chọn cho vai trò người dùng.",,,,
115,Quản lý phân quyền chức năng,Quan trị hệ thống,,Gán/hủy quyền sử dụng chức năng (menu) cho từng vai trò người dùng.,B,Trung bình,
,,,"Quan trị hệ thống tìm kiếm quyền để gán quyền sử dụng chức năng cho vai trò người dùng;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả theo điều kiện tìm kiếm.",,,,
,,,"Quan trị hệ thống gán một quyền sử dụng chức năng cho vai trò người dùng;
Hệ thống kiểm tra điều kiện và thực hiện gán quyền đã chọn cho vai trò người dùng.",,,,
,,,"Quan trị hệ thống gán nhiều quyền sử dụng chức năng cho vai trò người dùng;
Hệ thống kiểm tra điều kiện và thực hiện gán các quyền đã chọn cho vai trò người dùng.",,,,
,,,"Quan trị hệ thống hủy gán một quyền sử dụng chức năng cho vai trò người dùng;
Hệ thống kiểm tra điều kiện và thực hiện hủy gán quyền đã chọn cho vai trò người dùng.",,,,
,,,"Quan trị hệ thống hủy gán nhiều quyền sử dụng chức năng cho vai trò người dùng;
Hệ thống kiểm tra điều kiện và thực hiện hủy gán các quyền đã chọn cho vai trò người dùng.",,,,
116,Quản lý loại hình tiếp nhận hồ sơ,Quan trị hệ thống,,"Quản lý các phương thức tiếp nhận hồ sơ (Trực tuyến, Trực tiếp, Email...).",B,Trung bình,
,,,"Quan trị hệ thống xem danh sách loại hình tiếp nhận hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị danh sách loại hình tiếp nhận hồ sơ.",,,,
,,,"Quan trị hệ thống thêm mới loại hình tiếp nhận hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới loại hình tiếp nhận hồ sơ.",,,,
,,,"Quan trị hệ thống chỉnh sửa loại hình tiếp nhận hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa loại hình tiếp nhận hồ sơ.",,,,
,,,"Quan trị hệ thống xóa loại hình tiếp nhận hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa loại hình tiếp nhận hồ sơ.",,,,
,,,"Quan trị hệ thống tìm kiếm loại hình tiếp nhận hồ sơ;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
117,Quản lý danh mục kênh tiếp nhận hồ sơ,Quan trị hệ thống,,Quản lý các kênh tiếp nhận hồ sơ.,B,Trung bình,
,,,"Quan trị hệ thống xem danh sách danh mục kênh tiếp nhận hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị danh sách danh mục kênh tiếp nhận hồ sơ.",,,,
,,,"Quan trị hệ thống thêm mới danh mục kênh tiếp nhận hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình thêm mới danh mục kênh tiếp nhận hồ sơ.",,,,
,,,"Quan trị hệ thống chỉnh sửa danh mục kênh tiếp nhận hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình chỉnh sửa danh mục kênh tiếp nhận hồ sơ.",,,,
,,,"Quan trị hệ thống xóa danh mục kênh tiếp nhận hồ sơ;
Hệ thống kiểm tra điều kiện và hiển thị màn hình xác nhận trước khi xóa danh mục kênh tiếp nhận hồ sơ.",,,,
,,,"Quan trị hệ thống tìm kiếm danh mục kênh tiếp nhận hồ sơ;
Hệ thống thực hiện truy vấn dữ liệu và hiển thị kết quả dạng danh sách tương ứng với điều kiện tìm kiếm.",,,,
118,Quản lý đăng nhập,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống",,Quản lý quy trình xác thực và đăng nhập người dùng.,B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống nhập tên đăng nhập và mật khẩu để đăng nhập hệ thống;
Hệ thống kiểm tra thông tin xác thực và cho phép người dùng truy cập vào hệ thống nếu hợp lệ.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống nhập tên đăng nhập và mật khẩu không chính xác để đăng nhập hệ thống;
Hệ thống thông báo đăng nhập không thành công và yêu cầu người dùng nhập lại thông tin đăng nhập.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống truy cập hệ thống khi phiên đăng nhập đã hết hạn;
Hệ thống yêu cầu người dùng đăng nhập lại để tiếp tục sử dụng hệ thống.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống thực hiện đăng nhập sai thông tin nhiều lần vượt quá số lần quy định;
Hệ thống tạm khóa tài khoản và thông báo cho người dùng.",,,,
119,Quản lý đăng xuất,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống",,Quản lý quy trình kết thúc phiên làm việc của người dùng.,B,Đơn giản,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống chọn chức năng đăng xuất khỏi hệ thống;
Hệ thống kết thúc phiên làm việc của người dùng và chuyển về màn hình đăng nhập.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống không thực hiện thao tác trên hệ thống trong một khoảng thời gian theo quy định;
Hệ thống tự động kết thúc phiên làm việc và chuyển người dùng về màn hình đăng nhập.",,,,
120,Quản lý đăng ký tài khoản,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ",,Quản lý đăng ký tài khoản trên hệ thống,B,Đơn giản,"Tác nhân chỉ nên để cho DN đăng ký tài khoản
Các tác nhân khác => nên để được cấp"
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ chọn đăng ký tài khoản;
Hệ thống hiển thị màn hình nhập thông tin đăng ký tài khoản.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ nhập thông tin đăng ký tài khoản;
Hệ thống kiểm tra tính hợp lệ của thông tin và ghi nhận yêu cầu đăng ký tài khoản.",,,,
121,Quản lý đăng nhập bằng VneID,Hệ thống Vneid,,Đăng nhập bằng tài khoản Vneid,M,Đơn giản,
,,,"Người dùng chọn đăng nhập bằng VneID và hệ thống chuyển yêu cầu xác thực đến hệ thống VNeID;
Hệ thống Vneid thực hiện xác thực thông tin đăng nhập của người dùng và gửi kết quả xác thực về hệ thống.",,,,
,,,"Hệ thống Vneid gửi thông tin xác thực người dùng hợp lệ đến hệ thống;
Hệ thống kiểm tra thông tin người dùng và cho phép đăng nhập vào hệ thống.",,,,
122,Quản lý đăng xuất bằng VneID,Hệ thống Vneid,,Đăng xuất bằng tài khoản Vneid,M,Đơn giản,
,,,"Hệ thống Vneid gửi yêu cầu đăng xuất tới hệ thống khi người dùng thực hiện đăng xuất từ phía VNeID;
Hệ thống tiếp nhận yêu cầu và xác định phiên đăng nhập tương ứng của người dùng.",,,,
,,,"Hệ thống Vneid tiếp nhận phản hồi kết quả đăng xuất từ hệ thống;
Hệ thống thực hiện hủy session/token đăng nhập của người dùng và hoàn tất quá trình đăng xuất.",,,,
123,Quản lý đồng bộ tài khoản VNeID,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống",,Cấu hình đồng bộ giữa tài khoản đăng ký và tài khoản Vneid,,Đơn giản,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống truy cập chức năng đồng bộ tài khoản VNeID và thực hiện yêu cầu liên kết;
Hệ thống chuyển hướng đến hệ thống VNeID để xác thực thông tin định danh.",,,,
,,,"Hệ thống VNeID thực hiện xác thực người dùng và gửi thông tin định danh về hệ thống;
Hệ thống tiếp nhận thông tin và kiểm tra trạng thái liên kết với tài khoản nội bộ.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP/Doanh nghiệp/Người hỗ trợ/Quản trị hệ thống xác nhận thực hiện đồng bộ tài khoản;
Hệ thống thiết lập liên kết giữa tài khoản nội bộ và tài khoản VNeID, cập nhật trạng thái đồng bộ thành công.",,,,
IX,Báo cáo thống kê,,,,,,
124,"Báo cáo thống kê số lượng hỏi đáp, vướng mắc","Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Thống kê số lượng yêu cầu hỏi đáp/vướng mắc theo thời gian, lĩnh vực.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê số lượng hỏi đáp, vướng mắc;
Hệ thống thực hiện thống kê số lượng hỏi đáp, vướng mắc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê số lượng hỏi đáp, vướng mắc;
Hệ thống thực hiện thống kê số lượng hỏi đáp, vướng mắc theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo lĩnh vực để xem thống kê số lượng hỏi đáp, vướng mắc;
Hệ thống thực hiện thống kê số lượng hỏi đáp, vướng mắc theo lĩnh vực đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê số lượng hỏi đáp, vướng mắc;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
125,Báo cáo thống kê vụ việc đã tiếp nhận,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Thống kê số lượng vụ việc đã tiếp nhận theo thời gian, đơn vị quản lý.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê vụ việc đã tiếp nhận;
Hệ thống thực hiện thống kê vụ việc đã tiếp nhận.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê vụ việc đã tiếp nhận;
Hệ thống thực hiện thống kê vụ việc đã tiếp nhận theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo đơn vị để xem thống kê vụ việc đã tiếp nhận;
Hệ thống thực hiện thống kê vụ việc đã tiếp nhận theo đơn vị đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê vụ việc đã tiếp nhận;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
126,Báo cáo thống kê vụ việc đang hỗ trợ,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Thống kê số lượng vụ việc đang được xử lý theo đơn vị, chuyên gia.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê vụ việc đang hỗ trợ;
Hệ thống thực hiện thống kê vụ việc đang hỗ trợ.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê vụ việc đang hỗ trợ;
Hệ thống thực hiện thống kê vụ việc đang hỗ trợ theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo chuyên gia để xem thống kê vụ việc đang hỗ trợ;
Hệ thống thực hiện thống kê vụ việc đang hỗ trợ theo chuyên gia đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê vụ việc đang hỗ trợ;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
127,Báo cáo thống kê vụ việc đã hoàn thành hỗ trợ,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Thống kê số lượng vụ việc đã hoàn thành theo đơn vị, thời gian.",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê vụ việc đã hoàn thành hỗ trợ;
Hệ thống thực hiện thống kê vụ việc đã hoàn thành hỗ trợ.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian để xem thống kê vụ việc đã hoàn thành hỗ trợ;
Hệ thống thực hiện thống kê vụ việc đã hoàn thành hỗ trợ theo điều kiện thời gian đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo đơn vị để xem thống kê vụ việc đã hoàn thành hỗ trợ;
Hệ thống thực hiện thống kê vụ việc đã hoàn thành hỗ trợ theo đơn vị đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê vụ việc đã hoàn thành hỗ trợ;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
128,Báo cáo thống kê vụ việc theo thời gian,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,"Thống kê diễn biến số lượng vụ việc theo các mốc thời gian (ngày, tuần, tháng, quý).",B,Trung bình,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn tính năng báo cáo thống kê vụ việc theo thời gian;
Hệ thống thực hiện thống kê vụ việc theo thời gian.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian tuần để xem thống kê vụ việc theo thời gian;
Hệ thống thực hiện thống kê vụ việc theo thời gian theo điều kiện thời gian tuần đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian tháng để xem thống kê vụ việc theo thời gian;
Hệ thống thực hiện thống kê vụ việc theo thời gian theo điều kiện thời gian tháng đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn lọc theo điều kiện thời gian quý để xem thống kê vụ việc theo thời gian;
Hệ thống thực hiện thống kê vụ việc theo thời gian theo điều kiện thời gian quý đã lọc.",,,,
,,,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP chọn xuất file báo cáo thống kê vụ việc theo thời gian;
Hệ thống kiểm tra điều kiện và xuất file báo cáo dạng excel về máy tính người dùng.",,,,
129,Báo cáo thống kê các lớp đào tạo bồi dưỡng đang diễn ra,"Cán bộ nghiệp vụ TW,BN,ĐP/Cán bộ phê duyệt TW,BN,ĐP",,Thống kê chi tiết các lớp đào tạo đang được triển khai.,B,Trung bình,
